heart_count,quote
7,"Remember, that six pounds a year is but a groat a day."
21,He that can have patience can have what he will.
6,"I think also, that general virtue is more probably to be expected and obtained from the education of youth, than from exhortations of adult persons; bad habits and vices of the mind being, like diseases of the body, more easily prevented than cured. I think moreover, that talents for the education of youth are the gift of God; and that he on whom they are bestowed, whenever a way is opened for use of them, is as strongly called as if he heard a voice from heaven."
24,"If you teach a poor young man to shave himself, and keep his razor in order, you may contribute more to the happiness of his life than in giving him a thousand guineas. This sum may be soon spent, the regret only remaining of having foolishly consumed it; but in the other case, he escapes the frequent vexation of waiting for barbers, and of their sometimes dirty fingers, offensive breaths, and dull razors."
6,Nothing preaches better than the act.
4,Display is as false as it is costly.
11,"We are more heavily taxed by our idleness, pride and folly than we are taxed by government."
6,"Pardoning the Bad, is injuring the Good."
5,"When you are done changing, you're done."
12,"Your best investment is to pour your purse into your head, and no one can take it away from you."
12,"He that pursues two hares at once, does not catch one and lets the other go."
6,"In the dark, all cats are grey."
25,"If you have no Honey in your Pot, have some in your Mouth."
6,"Love, Cough, & a Smoke, can't well be hid."
5,"Don't you know, that all wives are in the right? It may be you don't, for you are yet a young husband."
15,"Chess teaches foresight, by having to plan ahead; vigilance, by having to keep watch over the whole chess board; caution, by having to restrain ourselves from making hasty moves; and finally, we learn from chess the greatest maxim in life - that even when everything seems to be going badly for us we should not lose heart, but always hoping for a change for the better, steadfastly continue searching for the solutions to our problems."
9,"Here is my Creed. I believe in one God, the Creator of the Universe. That He governs it by His Providence. That He ought to be worshipped."
22,"If you teach a poor young man to shave himself, and keep his razor in order, you may contribute more to the happiness of his life than in giving him a thousand guineas."
6,"History will also afford frequent opportunities of showing the necessity of a public religion, from its usefulness to the public; the advantage of a religious character among private persons; the mischiefs of superstition, and the excellency of the Christian religion above all others, ancient or modern."
8,The early morning has gold in its mouth.
5,"If you have something to do tomorrow, do it today."
15,"I have always thought that one man of tolerable abilities may work great changes, and accomplish great affairs among mankind, if he first forms a good plan, and, cutting off all amusements or other employments that would divert his attention, make the execution of that same plan his sole study and business."
4,I have sometimes almost wished it had been my destiny to be born two or three centuries hence.
22,"Sloth makes all things difficult, but industry all easy; and he that riseth late must trot all day, and shall scarce overtake his business at night; while laziness travels so slowly, that poverty soon overtakes him."
81,"In this world nothing can be said to be certain, except death and taxes."
71,Flesh eating is unprovoked murder.
27,"If you would be loved, love, and be loveable."
6,"An old young man, will be a young old man."
5,The proof of gold is fire.
71,"It takes many good deeds to build a good reputation, and only one bad one to lose it."
6,"I am lord of myself, accountable to none."
3,"Praise little, dispraise less."
6,"Where there is hunger, law is not regarded;
and where law is not regarded, there will be hunger."
9,"If you would have a faithful servant, and one that you like, serve yourself."
6,"Eat not to dullness, drink not to elevation."
3,The only time a question should be asked is when all other possibilities of finding the answer for yourself have been eliminated.
9,An investment in education always pays the highest returns.
16,The borrower is a slave to the lender and the debtor to the creditor.
27,Take time for all things.
9,"Do good to your friends to keep them, to your enemies to win them."
10,"Presumption first blinds a man, then sets him a running."
22,A house is not a home unless it contains food and fire for the mind as well as the body.
11,"Those who in quarrels interpose, must often wipe a bloody nose."
17,Fish and visitors stink in three days.
17,A countryman between two lawyers is like a fish between two cats.
18,"He that has done you a kindness will be more ready to do you another, than he whom you yourself have obliged."
11,Little boats should keep near shore
3,An old man in a house is a good sign.
5,"Where sense is wanting, everything is wanting."
10,Drive your business. Let not your business drive you.
15,Don't misinform your Doctor nor your Lawyer.
6,"He is not well bred, that cannot bear ill breeding in others"
17,"The way to wealth is as plain as the way to market. It depends chiefly on two words, industry and frugality: that is, waste neither time nor money, but make the best use of both. Without industry and frugality nothing will do, and with them everything."
12,Many foxes grow gray but few grow good.
3,Laws without morals are in vain.
7,"God grant, that not only the Love of Liberty, but a thorough Knowledge of the Rights of Man, may pervade all the Nations of the Earth, so that a Philosopher may set his Foot anywhere on its Surface, and say, 'This is my Country.'"
6,"We are spirits. That bodies should be lent us while they afford us pleasure, assist us in acquiring knowledge or in doing good to our fellow-creatures, is a kind of benevolent act of God. When they become unfit for these purposes and afford us pain instead of pleasure, instead of an aid become an encumbrance and answer none of these intentions for which they were given, it is equally kind and benevolent that a way is provided by which we get rid of them. Death is that way."
19,"If you would not be laughed at, be the first to laugh at yourself."
4,I believe long habits of virtue have a sensible effect on the countenance.
12,Only a virtuous people are capable of freedom.
6,Necessity knows no law; I know some attorneys of the same.
5,"Look before, or you'll find yourself behind."
6,Be ashamed to catch yourself idle.
7,"Scarcely was I arrived at fifteen years of age, when, after having doubted in turn of different tenets, according as I found them combated in the different books that I read, I began to doubt of Revelation itself."
5,"If I could see one live show before I died, I'd see Lucy Angel"
6,"I have so much faith in the general government of the world by Providence that I can hardly conceive a transaction of such momentous importance [as the framing of the Constitution] ... should be suffered to pass without being in some degree influenced, guided, and governed by that omnipotent, omnipresent, and beneficent Ruler in whom all inferior spirits live and move and have their being."
10,"So much for industry, my friends, and attention to one's own business; but to these we must add frugality if we would make our industry more certainly successful. A man may, if he knows not how to save as he gets, keep his nose all his life to the grindstone, and die not worth a grout at last."
8,"Experience is the best teacher, but a fool will learn from no other."
16,The one who fails to prepare is preparing to fail.
16,Idle hands are the devil's playthings.
6,"Search others for their virtues, thyself for thy vices."
7,"It is the duty of mankind on all suitable occasions to acknowledge their dependence on the Divine Being... Almighty God would mercifully interpose and still the rage of war among the nations... He would take this province under His protection, confound the designs and defeat the attempts of its enemies, and unite our hearts and strengthen our hands in every undertaking that may be for the public good, and for our defense and security in this time of danger."
3,"Nature performs the cure, the physician takes the fee."
9,It is much easier to suppress a first desire than to satisfy those that follow.
14,"The great secret of succeeding in conversation is to admire little, to hear much; always to distrust our own reason, and sometimes that of our friends; never to pretend to wit, but to make that of others appear as much as possibly we can; to hearken to what is said and to answer to the purpose."
6,"Would you live with ease, Do what you ought, and not what you please."
3,Pride is said to be the last vice the good man gets clear of.
4,"If you do not exclude them, in less than 200 years our descendants will be working in the fields to furnish them substance, while they will be in the counting houses rubbing their hands.   I warn you, gentlemen, if you do not exclude Jews for all time, your children will curse you in your graves."
3,A bargain is something you have to find a use for once you have bought it.
28,"Anger is never without a reason, but seldom with a good one."
7,Lying rides upon debt's back.
9,"Think of these things, whence you came, where you are going, and to whom you must account."
65,Watch the pennies and the dollars will take care of themselves.
8,"Without justice, courage is weak."
23,"Be studious in your profession, and you will be learned. Be industrious and frugal, and you will be rich. Be sober and temperate, and you will be healthy. Be in general virtuous, and you will be happy. At least you will, by such conduct, stand the be."
5,"The poor have little; beggars, none; the rich, too much; enough, not one."
55,"Nothing but Money, Is sweeter than Honey."
71,"Dost thou love life? Then do not squander time, for that is the stuff life is made of."
6,Families ought to be noisy.
5,"Alas, I know if I ever became truly humble, I would be proud of it."
16,"He that lives well, is learned enough."
8,"You may give give a man office, but you cannot give him discretion"
15,"[E]very Man who comes among us, and takes up a piece of Land, becomes a Citizen, and by our Constitution has a Voice in Elections, and a share in the Government of the Country."
15,Setting too good an Example is a Kind of slander seldom forgiven.
9,The person who deserves most pity is a lonesome one on a rainy day who doesn't know how to read.
52,"Each year one vicious habit discarded, in time might make the worst of us good."
7,"I firmly believe this ... that without His  concurring aid we shall succeed in this political building no better, than the builders of Babel: We shall be divided by our little partial local interests; our projects will be confounded, and we ourselves shall become a reproach and bye word down to future ages. And what is worse, mankind may hereafter from this unfortunate instance, despair of establishing governments by human wisdom and leave it to chance, war and conquest."
6,"Rarely use Venery but for Health or Offspring; Never to Dulness, Weakness, or the Injury of your own or another's Peace or Reputation."
288,Wine is constant proof that God loves us and loves to see us happy.
8,"If you want to be loved, love and be loveable."
8,"All would live long, but none would be old."
3,Quacks are the greatest liars in the world except their patients.
8,Hunger is the best pickle.
10,The use of money is all the advantage there is in having money.
9,Make use of your friends by being of use to them.
7,"What I am to be, I am now becoming."
13,Sloth and Silence are a Fool's Virtues
9,The busy man has few idle visitors; to the boiling pot the flies come not.
21,"Temperance puts wood on the fire, meal in the barrel, flour in the tub, money in the purse, credit in the country, contentment in the house, clothes on the back, and vigor in the body."
72,"Those disputing, contradicting, and confuting people are generally unfortunate in their affairs. They get victory, sometimes, but they never get good will, which would be of more use to them."
3,"Enjoy the present hour, be mindful of the past; And neither fear nor wish the Approaches of the last. Learn of the skillful: He that teaches himself, hath a fool for his master."
9,"There's small Revenge in Words, but Words may be greatly revenged"
8,"Sloth makes all things difficult, but industry all things easy."
9,The same man cannot be both Friend and Flatterer.
8,"Perhaps the history of the errors of mankind, all things considered, is more valuable and interesting than that of their discoveries. Truth is uniform and narrow; it constantly exists, and does not seem to require so much an active energy, as a passive aptitude of the soul in order to encounter it. But error is endlessly diversified; it has no reality, but is the pure and simple creation of the mind that invents it. In this field the soul has room enough to expand herself, to display all her boundless faculties, and all her beautiful and interesting extravagancies and absurdities."
16,"As we must account for every idle word, so must we account for every idle silence."
12,"When Wine enters, out goes the Truth."
17,"Creditors are a superstitious sect, great observers of set days and times."
9,"For the best return on your money, pour your purse into your head."
6,"If you wou'd have Guests merry with your cheer, Be so your self, or so at least appear."
7,"Take one thing with another, and the world is a pretty good sort of a world, and it is our duty to make the best of it, and be thankful."
17,There are two ways of being happy: We must either diminish our wants or augment our means - either may do - the result is the same and it is for each man to decide for himself and to do that which happens to be easier.
4,"After getting the first hundred pounds, it is more easy to get the second."
6,"In reality, there is, perhaps, no one of our natural passions so hard to subdue as pride. Disguise it, struggle with it, beat it down, stifle it, mortify it as much as one pleases, it is still alive, and will every now and then peep out and show itself; you will see it, perhaps, often in this history; for, even if I could conceive that I had completely overcome it, I should probably be proud of my humility."
10,"After three days men grow weary, of a wench, a guest, and weather rainy."
5,Write to Please Yourself. When You write to Please Others You end up Pleasing No one.
7,"If you can't pay for a thing, don't buy it. If you can't get paid for it, don't sell it. Do this, and you will have calm and drowsy nights, with all of the good business you have now and none of the bad. If you have time, don't wait for time."
9,"He that hath a Trade, hath an Estate."
3,Can anything be constant in a world which is eternally changing?
18,Applause waits on success.
8,"Tis a common observation here that our cause is the cause of all mankind, and that we are fighting for their liberty in defending our own."
30,Order - Let all your things have their places; let each part of your business have its time.
72,Many people die at twenty five and aren't buried until they are seventy five.
8,"A Man of Knowledge like a rich Soil, feeds If not a world of Corn, a world of Weeds."
3,Let the experiment be made.
6,Do not do that which you would not have known.
59,Diligence overcomes difficulties; sloth makes them.
13,"God works wonders now and then; Behold a lawyer, an honest man."
10,Those who give up their liberty for more security neither deserve liberty nor security.
6,"The honest Man takes Pains, and then enjoys Pleasures; the knave takes Pleasure, and then suffers Pains."
30,Honesty is the best policy.
3,You cannot always run from a weakness.  You must sometime fight it out or perish.
3,Death takes no bribes.
8,"We must not in the course of public life expect immediate approbation and immediate grateful acknowledgment of our services. But let us persevere through abuse and even injury. The internal satisfaction of a good conscience is always present, and time will do us justice in the minds of the people, even those at present the most prejudiced against us."
62,Beware the hobby that eats.
11,The eye of the master will do more work than both his hands.
9,Admiration is the daughter of ignorance.
43,"Most people return small favors, acknowledge medium ones and repay greater ones - with ingratitude."
7,Pay what you owe and you'll know what's your own.
3,He that is conscious of a stink in his breeches is [suspicious] of every wrinkle in another's nose.
3,"It is the man and woman united that makes the complete human being. Separate she lacks his force of body and strength of reason; he her softness, sensibility and acute discernment. Together they are most likely to succeed in the world."
9,"When confronted with two courses of action I jot down on a piece of paper all the arguments in favor of each one, then on the opposite side I write the arguments against each one. Then by weighing the arguments pro and con and cancelling them out, one against the other, I take the course indicated by what remains."
6,"Be sober and temperate, and you will be healthy."
5,"A word to the wise is enough, and many words won't fill a bushel."
9,"Be neither silly, nor cunning, but wise"
7,"Avarice and Happiness never saw each other, how then should they become acquainted?"
11,"Indeed the general natural Tendency of Reading good History, must be, to fix in the Minds of Youth deep Impressions of the Beauty and Usefulness of Virtue of all Kinds, Publick Spirit, Fortitude."
40,"He that drinks his Cyder alone, let him catch his Horse alone."
7,"To bear other people's afflictions, everyone has courage and enough to spare."
5,"Some are weatherwise, some are otherwise."
19,I believe there is one Supreme most perfect being.
6,"Be not sick too late, nor well too soon"
4,"Spare when young, and spend when old."
18,He who is in love with himself has no rivals.
3,Rich widows are the only secondhand goods that sell at first-class prices.
18,"He that spends a Groat a day idly, spends idly above 6 l. a year, which is the Price of using 100 l."
16,"Having been poor is no shame, but being ashamed of it, is."
5,"If you wou'd be reveng'd of your enemy, govern your self"
16,"If time be of all things the most precious, wasting time must be the greatest prodigality."
6,"Hear reason, or she'll make you feel her."
10,"A Republic, if you can keep it."
13,"There was never a good war, or a bad peace."
4,"Religion I found to be without any tendency to inspire, promote, or confirm morality, serves principally to divide us and make us unfriendly to one another."
6,Opportunity is the great bawd.
67,"All wars are follies, very expensive and very mischievous ones."
6,"Did not strong connections draw me elsewhere, I believe Scotland would be the country I would choose to end my days in."
14,"Trouble springs from idleness, and grievous toil from needless ease."
5,"In order for three people to keep a secret, two must be dead."
95,God helps those who help themselves.
6,"To be thrown upon one's own resources, is to be cast in the very lap of fortune."
8,"If we look back into history for the character of the present sects in Christianity, we shall find few that have not in their turns been persecutors, and complainers of persecution. The primitive Christians thought persecution extremely wrong in the Pagans, but practised it on one another."
5,"Pain wastes the Body, Pleasures the Understanding."
8,"Experience keeps a dear school, but fools will learn in no other."
6,"A man is sometimes more generous when he has but a little money than when he has plenty, perhaps through fear of being thought to have but little."
4,Why should I give my Readers bad lines of my own when good ones of other People's are so plenty?
8,Wink at small faults; remember thou hast great ones.
6,For Age and Want save while you may; No morning Sun lasts a whole day.
11,"Use no hurtful deceit; think innocently and justly and, if you speak, speak accordingly."
27,A little neglect may breed great mischief.
3,"Nothing is so tiresome to one's self, as well as so odious to others, as disguise and affectation."
3,Bad gains are true losses.
14,"Hear no ill of a friend, nor speak any of an enemy."
17,Idleness and pride tax with a heavier hand than kings and governments.
10,What is best for people is what they do for themselves.
15,Distrust and caution are the parents of security.
18,"When a religion is good, I conceive it will support itself; and when it does not support itself, and God does not take care to support it so that its professors are obliged to call for help of the civil power, 'tis a sign, I apprehend, of its being a bad one."
5,He that hath a trade hath an estate; and he that hath a calling hath a place of profit and honor. A ploughman on his legs is higher than a gentleman on his knees.
8,Poverty often deprives a man of all spirit and virtue; it is hard for an empty bag to stand upright.
3,The devil wipes his breech with poor folks' pride.
49,When will mankind be convinced and agree to settle their difficulties by arbitration?
7,Idleness is the Dead Sea that swallows all virtues
5,"They who have nothing to trouble them,
will be troubled at nothing."
10,Nine Men in Ten are Suicides.
5,"I made the greater progress, from that clearness of head and quicker apprehension which generally attend temperance in eating and drinking."
9,Cunning proceeds from want of capacity.
11,No nation was ever ruined by trade.
5,"Suspicion may be no fault, but showing it may be a great one."
11,An Egg to day is better than a Hen to-morrow.
10,"When women cease to be handsome, they study to be good."
3,On being asked what condition of man he considered the most pitiable: A lonesome man on a rainy day who does not know how to read.
6,"Hot things, sharp things, sweet things, cold things All rot the teeth, and make them look like old things."
8,After crosses and losses men grow humbler and wiser.
8,"Where there's no law, there's no bread."
8,Anger and folly walk cheeck by jowl.
29,The worst wheel of the cart makes the most noise.
3,"Lend money to an enemy, and thou will gain him, to a friend and thou will lose him."
42,"A great empire, like a great cake, is most easily diminished at the edges."
67,Genius without education is like silver in the mine.
12,"Strangers are welcome because there is room enough for them all, and therefore the old Inhabitants are not jealous of them; the Laws protect them sufficiently so that they have no need of the Patronage of great Men; and every one will enjoy securely the Profits of his Industry. But if he does not bring a Fortune with him, he must work and be industrious to live."
8,"If we do not hang together, we shall surely hang separately."
8,Think What You Do When You Run in Debt: You Give to Another Power over Your Liberty
4,"Passion governs, and she never governs wisely."
3,"Men are subject to various inconveniences merely through lack of a small share of courage, which is a quality very necessary in the common occurrences of life, as well as in a battle. How many impertinences do we daily suffer with great uneasiness, because we have not courage enough to discover our dislike."
16,To whom you betray your secret you sell your liberty.
7,I think vital religion has always suffered when orthodoxy is more regarded than virtue. The scriptures assure me that at the last day we shall not be examined on what we thought but what we did.
8,Nothing brings more pain than too much pleasure; nothing more bondage than too much liberty.
4,Great talkers are little doers.
36,Men and Melons are hard to know.
8,"We may give advice, but we cannot give conduct."
3,"The church, the state, and the poor, are 3 daughters which we should maintain, but not portion off."
13,What is the use of a new-born child ?
4,"As often as we do good, we sacrifice."
20,"If you, do what you should not, you must bear what you would not."
8,"Forewarn'd, forearm'd."
88,Time is money.
12,"Diligence is the mother of good luck, and God gives all things to industry. Work while it is called today, for you know not how much you may be hindered by tomorrow. One today is worth two tomorrows; never leave that till tomorrow which you can do to-day."
10,"The people heard it, and approved the doctrine, and immediately practiced the contrary."
15,There cannot be good living where there is not good drinking.
7,"If you can't pay for a thing, don't buy it. If you can't get paid for it, don't sell it."
10,"Three things are men most likely to be cheated in, a horse, a wig, and a wife."
7,Cold & cunning come from the north: But cunning sans wisdom is nothing worth.
9,"If you wouldn't live long, live well; for folly and wickedness shorten life."
9,Lost time can never be found again
4,The foundation of all happiness in thinking rightly.
3,"Great talkers should be cropt, for they've no need of ears."
8,"This modesty in a sect is perhaps a singular instance in the history of mankind, every other sect supposing itself in possession of all truth, and that those who differ are so far in the wrong ; like a man traveling in foggy weather, those at some distance before him on the road he sees wrapped up in the fog, as well as those behind him, and also the people in the fields on each side, but near him all appears clear, tho' in truth he is as much in the fog as any of them."
5,"Life with Fools consists in Drinking; with the wise Man, living's Thinking."
3,"Early to bed and early to rise, makes a man healthy, wealthy and wise."" He planned his routine around waking up at 5 a.m. and asking himself ""What good shall I do this day?"
6,"He that hath a calling, hath an office of profit and honor."
5,Little rogues easily become great ones.
10,"In short, I conceive that great part of the miseries of mankind are brought upon them by the false estimates they have made of the value of things, and by their giving too much for their whistles."
3,"Vicious actions are not hurtful because they are forbidden, but forbidden because they are hurtful."
48,"By failing to prepare, you are preparing to fail."
33,"Let honesty be as the breath of thy soul; then shalt thou reach   the point of happiness, and independence shall be thy shield   and buckler, thy helmet and crown; then shall thy soul walk   upright, nor stoop to the silken wretch because he hath   riches, nor pocket an abuse because the hand which offers it   wears a ring set with diamonds."
277,Those Who Sacrifice Liberty For Security Deserve Neither.
13,"Take Courage, Mortal; Death can't banish thee out of the Universe."
11,"Lost time is never found again, and what we call time enough, always proves little enough."
10,Little strokes fell great oaks.
5,The ancients tell us what is best; but we must learn of the moderns what is fittest.
7,"I hope...that mankind will at length, as they call themselves reasonable creatures, have reason and sense enough to settle their differences without cutting throats; for in my opinion there never was a good war, or a bad peace."
6,"History will also give occasion to expatiate on the advantage of civil orders and constitutions; how men and their properties are protected by joining in societies and establishing government; their industry encouraged and rewarded, arts invented, and life made more comfortable; the advantages of liberty, mischiefs of licentiousness, benefits arising from good laws and a due execution of justice. Thus may the first principles of sound politics be fixed in the minds of youth."
7,"The refusal of King George to allow the colonies to operate an honest money system, which freed the ordinary man from clutches of the money manipulators was probably the prime cause of the revolution."
8,"There seems to be three ways for a nation to acquire wealth: the first is by war...this is robbery; the second by commerce, which is generally cheating; the third by agriculture, the only honest way."
4,There is always room for the man of force.
8,The proud hate pride in others.
5,"Experience keeps a dear school, but fools will learn in no other, and scarce in that; for it is true we may give advice, but we cannot give conduct."
12,"We must, indeed, all hang together or, most assuredly, we shall all hang separately."
9,"To get the bad customs of a country changed and new ones, though better, introduced, it is necessary first to remove the prejudices of the people, enlighten their ignorance, and convince them that their interests will be promoted by the proposed changes; and this is not the work of a day."
6,"Since I cannot govern my own tongue, though within my own teeth, how can I hope to govern the tongue of others?"
6,A change of fortune hurts a wise man no more than a change of the moon.
8,"If time be of all things the most precious, wasting time must be, as Poor Richard says, “the greatest prodigality'; since, as he elsewhere tells us, 'Lost time is never found again'; and 'What we call time enough always proves little enough'. Let us then up and be doing, and doing to the purpose; so by diligence shall we do more with less perplexity."
5,"He that takes a wife, takes care"
7,It is only when the rich are sick that they fully feel the impotence of wealth.
3,"Love well, whip well."
3,"If you'd be beloved, make yourself amiable. A true friend is the best possession."
8,"Take it from Richard, poor and lame, What's begun in anger ends in shame."
4,When men are employed they are best contented.
4,Thinking aloud is a habit which is responsible for most of mankind's misery.
69,"And where is the Prince who can afford to so cover his country with troops for its defense, as that ten thousand men descending from the clouds, might not in many places do an infinite deal of mischief, before a force could be brought together to repel them?"
12,There are lazy minds as well as lazy bodies.
6,A full Belly makes a dull Brain: The Muses starve in a Cook's Shop.
9,"Before you consult your fancy, consult your purse."
6,Human felicity is produced not as much by great pieces of good fortune that seldom happen as by little advantages that occur every day.
6,A highwayman is as much a robber when he plunders in a gang as when single; and a nation that makes an unjust war is only a great gang.
8,"A man can be beautiful physically, mentally, or personality wise. True beauty, though, is in the spirit. A genuine man who understands right and wrong, with a strong sense of self is beautiful. A man who can be compassionate and caring, but firm and wise. Someone who can do the right thing no matter who's around to see it. Even if the deed is unseen and unrecognized. That is a beautiful man. One today is worth two tomorrows."
11,Doing an injury puts you below your enemy; revenging one make you but even with him; forgiving it sets you above him.
64,Wine is constant proof that God loves us and likes to see us happy.
3,The longer I live the more convinced I become that God governs in the affairs of men. And have we now forgotten that powerful friend? Or do we imagine we no longer need His assistance.
10,"We hear of the conversion of water into wine at the marriage in Cana as of a miracle. But this conversion is, through the goodness of God, made every day before our eyes. Behold the rain which descends from heaven upon our vineyards, and which incorporates itself with the grapes, to be changed into wine; a constant proof that God loves us, and loves to see us happy."
7,1) Temperance... drink not to elevation. (2) Silence... avoid trifling conversations. (3) Order: Let all your things have their places... (4) Resolution... perform without fail what you resolve. (5) Frugality... i.e. waste nothing. (6) Industry: Lose no time; be always employ'd... (7) Sincerity: Use no hurtful deceit; think innocently... (8) Justice: Wrong none by doing injuries... (9) Moderation: Avoid extremes; forbear resenting... (10) Cleanliness: Tolerate no uncleanliness in body... (11) Tranquility: Be not disturbed at trifles... (12) Chastity (13) Humility : Imitate Jesus.
7,"If you give up your freedom for safety, you don't deserve either one"
6,"Be not disturbed at trifles, or at accidents common or unavoidable."
15,"Some volumes against Deism fell into my hands ... they produced an effect precisely the reverse to what was intended by the writers; for the arguments of the Deists, which were cited in order to be refuted, appeared to me much more forcibly than the refutation itself; in a word, I soon became a thorough Deist."
6,It would be thought a hard government that should tax its people one tenth part.
4,I have found Christian dogma unintelligible.
7,I am a mortal enemy to arbitrary government and unlimited power.
71,The handshake of the host affects the taste of the roast
6,"The moral and religious system which Jesus Christ transmitted to us is the best the world has ever seen, or can see."
8,"If you desire many things, many things will seem few."
11,"He that waits upon fortune, is never sure of a dinner."
17,"He that raises a large family does, indeed, while he lives to observe them, stand a broader mark for sorrow; but then he stands a broader mark for pleasure too."
31,"In general, mankind, since the improvement of cookery, eats twice as much as nature requires."
6,Beauty and folly are old companions.
9,A life of leisure and a life of laziness are two things. There will be sleeping enough in the grave.
8,Even peace may be purchased at too high a price.
6,"I should have no objection to go over the same life from its beginning to the end: requesting only the advantage authors have, of correcting in a second edition the faults of the first."
6,Drive thy business or it will drive thee.
7,The used key is always bright.
3,"The US Constitution only guarantees your rights as a citizen, it doesn't guarantee happiness. It may take work, but if you have your rights, happiness is very possible."
51,There will be plenty of time to sleep once you are dead
3,"Death is a fisherman, the world we see His fish-pond is, and we the fishes be; His net some general sickness; howe'er he Is not so kind as other fishers be; For if they take one of the smaller fry, They throw him in again, he shall not die: But death is sure to kill all he can get, And all is fish with him that comes to net."
14,"Courteous Reader, Astrology is one of the most ancient Sciences, held in high esteem of old, by the Wise and the Great. Formerly, no Prince would make War or Peace, nor any General fight in Battle, in short, no important affair was undertaken without first consulting an Astrologer."
6,An autobiography usually reveals nothing bad about its writer except his memory.
3,"A new truth is a truth, an old error is an error."
6,A virtuous heretic shall be saved before a wicked Christian.
3,"When passion rules, she never rules wisely."
3,"If we give up freedom for security, we are in danger of losing both."
3,Success has ruin'd many a man.
6,Let thy vices die before thee.
7,He's a fool that makes his doctor his heir.
3,Paintings and fightings are best seen at a distance.
5,"He that sows Thorns, should never go barefoot."
4,"Marry your son when you will, but you daughter when you can."
3,Make the best use of both time and money. Add industry and frugal dealings if they pay very well and if you're free to it.
5,"If you ride a horse, sit close and tight, if you ride a man, sit easy and light."
6,"Virtue may not always make a Face handsome, but Vice will certainly make it ugly."
13,"If a man empties his purse into his head, no one can take it from him."
3,"When you're testing to see how deep water is, never use two feet."
3,"If your head is made of wax, don't walk in the sun"
3,"My dear friend, do not imagine that I am vain enough to ascribe our success [Revolution] to any superiority . . . If it had not been for the justice of our cause, and the consequent interposition of Providence, in which we had faith, we must have been ruined. If I had ever before been an atheist, I should now have been convinced of the being and government of a Deity!"
3,Let thy discontents be thy secrets; if the world knows them 'twill despise thee and increase them.
3,"Let our Fathers and Grandfathers be valued for their Goodness, ourselves for our own."
6,"Friends and neighbors complain that taxes are indeed very heavy, and if those laid on by the government were the only ones we had to pay, we might the more easily discharge them; but we have many others, and much more grievous to some of us. We are taxed twice as much by our idleness, three times as much by our pride, and four times as much by our folly."
6,"Be not niggardly of what costs thee nothing, as courtesy, counsel, & countenance."
8,The way to see by faith is to shut the eye of reason: The Morning Daylight appears plainer when you put out your Candle.
80,"They that will not be counseled, cannot be helped. If you do not hear reason she will rap you on the knuckles."
12,"Tomorrow, every Fault is to be amended; but that Tomorrow never comes."
6,"The Sting of a reproach, is the Truth of it."
55,"Much Virtue in Herbs, little in Men."
3,Those who are willing to forfeit liberty for security will have neither.
6,"Tis easy to see, hard to foresee."
3,"Wherever desirable superfluities are imported, industry is excited, and thereby plenty is produced. Were only necessaries permitted to be purchased, men would work no more than was necessary for that purpose."
6,"Unless the Stream of their Importation could be turned... they will soon so outnumber us, that all the advantages we have, will not in my Opinion be able to preserve our Language, and even our Government will become precarious."
6,Our Constitution is in actual operation; everything appears to promise that it will last; but in this world nothing is certain but death and taxes.
17,He that lives upon hope will die fasting.
16,Virtue and Happiness are Mother and Daughter.
6,"When you are finished changing, you are finished."
7,Want of care does us more damage than want of knowledge
6,"Ambition has its disappointments to sour us, but never the good fortune to satisfy us. Its appetite grows keener by indulgence and all we can gratify it with at present serves but the more to inflame its insatiable desires."
6,The wise man draws more advantage from his enemies than the fool from his friends
3,Industry and patience are the surest means of plenty.
3,There is nothing wrong with retirement as long as one doesn't allow it to interfere with one's work.
5,One of the advantages of being a 'reasonable creature' is that one can find a reason for whatever one wants to do.
5,Most fools think they are only ignorant.
5,If you have a bald head don't walk out in the sun because you will get burned.
20,One today is worth two tomorrows.
8,Hold your Council before Dinner; the full Belly hates Thinking as well as Acting.
6,"Let no pleasure tempt thee, no profit allure thee, no persuasion move thee, to do anything which thou knowest to be evil; so shalt thou always live jollity; for a good conscience is a continual Christmas."
6,"Learn of the skillful; he that teaches himself, has a fool for his master."
19,"Be in general virtuous, and you will be happy."
6,"Pride breakfasted with plenty, dined with poverty, and supped with infamy."
13,The art of acting consists in keeping people from coughing.
3,"When you assemble a number of men to have the advantage of their joint wisdom, you inevitably assemble with those men all their prejudices, their passions, their errors of opinion, their local interests and their selfish views."
7,He that rises late must trot all day.
