heart_count,quote
9,"Pleasure is Nature's test, her sign of approval. When man is happy, he is in harmony with himself and his environment."
52,"Too much work, and no vacation, Deserves at least a small libation. So hail! my friends, and raise your glasses, Work's the curse of the drinking classes."
67,"Beauty is a form of genius -- is higher, indeed, than genius, as it needs no explanation."
14,"The world is divided into two classes, those who believe the incredible, and those who do the improbable."
23,"All charming people, I fancy, are spoiled. It is the secret of their attraction."
15,"Indeed, as any one who has ever worked among the poor knows only too well, the brotherhood of man is no mere poet's dream, it is a most depressing and humiliating reality."
12,"Love does not traffic in a marketplace, nor use a huckster's scales. Its joy, like the joy of the intellect, is to feel itself alive. The aim of Love is to love: no more, and no less. You were my enemy: such an enemy as no man ever had. I had given you all my life, and to gratify the lowest and most contemptible of all human passions, hatred and vanity and greed, you had thrown it away. In less than three years you had entirely ruined me in every point of view. For my own sake there was nothing for me to do but to love you."
26,"After playing Chopin, I feel as if I had been weeping over sins that I had never committed and mourning over tragedies that were not my own."
4,"Let me be surrounded by luxury, I can do without the necessities!"
5,No art ever survived censorship; no art ever will.
7,"It's tragic how few people ever 'possess their souls' before they die. 'Nothing is more rare in any man', says Emerson, 'than an act of his own.' It is quite true. Most people are other people. Their thoughts are someone else's opinions, their life is a mimicry, their passions a quotation."
5,Do not forget that small daily actions do or undo character.
9,"To make men Socialists is nothing, but to make Socialism human is a great thing."
27,A truth ceases to be true when more than one person believes in it.
7,The most terrible thing about it is not that it breaks one’s heart—hearts are made to be broken—but that it turns one’s heart to stone.
14,"There is something terribly morbid in the modern sympathy with pain. One should sympathise with the colour, the beauty, the joy of life. The less said about life's sores the better."
12,"Art finds her own perfection within, and not outside of, herself. She is not to be judged by any external standard of resemblance."
20,"Pleasures may turn a heart to stone, riches may make it callous, but sorrows cannot break it. Hearts live by being wounded."
11,We are never more true to ourselves than when we are inconsistent.
20,Ones real life is often the life that one does not lead.
26,Would you like to know the great drama of my life? It is that I have put my genius into my life...I have put only my talent into my works.
56,Romance should never begin with sentiment. It should begin with science and end with a settlement.
76,"If you are not long, I will wait for you all my life."
7,The soul is a terrible reality. It can be bought and sold and bartered away.
11,Literature always anticipates life. It doesn't copy it but moulds it to it's purpose.
9,"Each of the professions means a prejudice. The necessity for a career forces every one to take sides. We live in the age of the overworked, and the under-educated; the age in which people are so industrious that they become absolutely stupid."
16,"No crime is vulgar,
but all vulgarity is crime."
17,"Know thyself' was written over the portal of the antique world. Over the portal of the new world, 'Be thyself' shall be written."
6,Genius lasts longer than beauty
5,The key to making up Oscar Wilde quotes is to add '~ Oscar Wilde' at the end.
8,The face of the enemy frightens me only when I see how much it resembles me
4,A gentleman never offends unintentionally
45,The critic has to educate the public; the artist has to educate the critic.
28,Good taste is the excuse I've always given for leading such a bad life
19,The condition of perfection is idleness: the aim of perfection is youth.
88,"After the first glass, you see things as you wish they were. After the second, you see things as they are not. Finally, you see things as they really are, and that is the most horrible thing in the world."
15,"The best art is about individualism, free self-expression and realising a unique, imaginative perspective- A true artist takes no notice whatever of the public. The public are to him non-existent."
10,He wanted to be where no one would know who he was. He wanted to escape from himself.
6,It is only the unimaginative who ever invents. The true artist is known by the use he makes of what he annexes.
20,"Romance should never begin with sentiment. It should begin with science and end with a settlement. Nothing spoils romance so much as a sense of humor in the woman. When one is in love one always begins by deceiving oneself, and one always ends by deceiving others. This is what the world calls a romance."
14,"What art seeks to disturb is monotony of type, slavery of custom, tyranny of habit, and the reduction of man to the level of a machine."
11,Extravagance is the luxury of the poor; penury is the luxury of the rich.
9,"The artistic life is a long, lovely suicide."
6,"A live unexamined isn't worth living. I will add, ""A life unlived isn't worth examining."
10,"Hesitation of any kind is a sign of mental decay in the young, of physical weakness in the old."
17,Even now I cannot help feeling that it is a mistake to think that the passion one feels in creation is ever really shown in the work one creates.
15,Sometimes the poor are praised for being thrifty. But to recommend thrift to the poor is both grotesque and insulting. It is like advising a man who is starving to eat less.
25,"A man is called affected, nowadays, if he dresses as he likes to dress. But in doing that he is acting in a perfectly natural manner. Affectation, in such matters, consists in dressing according to the views of one's neighbour, whose views, as they are the views of the majority, will probably be extremely stupid."
21,"If one could only teach the English how to talk, and the Irish how to listen, society here would be quite civilized."
24,"Young men want to be faithful, and are not. Old men want to be faithless, and cannot."
14,Men always want to be a woman's first love. That is their clumsy vanity. We women have a more subtle instinct about things.
13,"Women represent the triumph of matter over mind, just as men represent the triumph of mind over morals."
4,"An artist should create beautiful things, but should put nothing of his own life into them. We live in an age when men treat art as if it were meant to be a form of autobiography. We have lost the abstract sense of beauty."
7,"Morality, like art, means drawing a line someplace."
13,Now and then it is a joy to have one's table red with wine and roses.
13,"Things are because we see them, and what we see, and how we see it, depends on the Arts that influenced us. To look at a thing is very different from seeing a thing. One does not see anything until one sees its beauty. Then, and then only, does it comes into existence."
19,"Life is not complex. We are complex. Life is simple, and the simple thing is the right thing."
7,"I wonder who it was defined man as a rational animal. It was the most premature definition ever given. Man is many things, but he is not rational."
12,"If I hadn't believed it, then I wouldn't have seen it"
11,"I never approve, or disapprove, of anything now. It is an absurd attitude to take towards life."
21,"Where there is sorrow, there is holy ground."
14,"Be happy, be happy; you shall have your red rose. I will build it out of music by moonlight, and stain it with my own heart's-blood. All that I ask of you in return is that you will be a true lover, for Love is wiser than Philosophy, though she is wise, and mightier than Power, though he is mighty."
27,"The note of the perfect personality is not rebellion, but peace."
9,Life imitates art far more than art imitates Life.
7,"Work is the curse of the drinking class.
I can resist everything except temptation.
Moderation is a fatal thing - nothing succeeds like excess.
We are all of us in the gutter. But some of us are looking at the stars."
8,I have always been of the opinion that hard work is simply the refuge of people who have nothing whatever to do.
7,There is no such thing as morality or immorality in thought. There is immoral emotion.
6,A virtuous abstinence from the joys of pederasty comes most easily to those who have no taste for it.
12,To disagree with three-fourths of the British public is one of the first requisites of sanity.
9,"Ultimately the bond of all companionship, whether in marriage or in friendship, is conversation, and conversation must have a common basis, and between two people of widely different culture the only common basis possible is the lowest level."
10,"I like persons better than principles, and I like persons with no principles better than anything else in the world."
9,What is beautiful is a joy for all seasons.
63,A red rose is not selfish because it wants to be a red rose. It would be horribly selfish if it wanted all the other flowers in the garden to be both red and roses.
26,Yet each man kills the thing he loves By each let this be heard Some do it with a bitter look Some with a flattering word The coward does it with a kiss The brave man with a sword
8,"Something was dead in each of us, and what was dead was hope"
7,"To me, Beauty is the wonder of wonders...It is only shallow people who do not judge by appearances."
3,History is only gossip.
5,It is only very ugly or very beautiful women who ever hide their faces .
9,"I have put my talent into writing, my genius I have saved for living."
52,I live in terror of not being misunderstood.
9,Duty is what one expects from others.
17,Only the unimaginative can fail to find a reason for drinking Champagne
26,"A map of the world that does not include Utopia is not worth even glancing at, for it leaves out the one country at which Humanity is always landing. And when Humanity lands there, it looks out, and, seeing a better country, sets sail. Progress is the realisation of Utopias."
5,"What is said of man is nothing; the point is, who says it."
6,Now art should never try to be popular. The public should try to make itself artistic.
19,"If Nature had been comfortable, mankind would never have invented architecture."
23,"The supreme object of life is to live. Few people live. It is true life only to realize one's own perfection, to make one's every dream a reality."
6,The commonest thing is delightful if one only hides it.
7,"In America the President reigns for four years, and Journalism governs forever and ever."
9,The way of paradoxes is the way of truth. To test Reality we must see it on the tight-rope.
14,Rugby is a game for barbarians played by gentlemen. Football is a game for gentlemen played by barbarians.
19,"The great things in life are what they seem to be. And for that reason, strange as it may sound to you, often are very difficult to interpret (understand). Great passions are for the great of souls. Great events can only be seen by people who are on a level with them. We think we can have our visions for nothing. We cannot. Even the finest and most self-sacrificing visions have to be paid for. Strangely enough, that is what makes them fine."
30,"I never came across anyone in whom the moral sense was dominant who was not heartless, cruel, vindictive, log-stupid, and entirely lacking in the smallest sense of humanity. Moral people, as they are termed, are simple beasts."
22,"Dear little Swallow,’ said the Prince, ‘you tell me of marvelous things, but more marvelous than anything is the suffering of men and of women. There is no Mystery so great as Misery."
95,"Never regret thy fall, O Icarus of the fearless flight For the greatest tragedy of them all Is never to feel the burning light."
7,"But beauty, real beauty, ends where an intellectual expression begins. Intellect is in itself a mode of exaggeration, and destroys the harmony of any face. The moment one sits down to think, one becomes all nose, or all forehead, or something horrid. Look at the successful men in any of the learned professions. How perfectly hideous they are! Except, of course, in the Church. But then in the Church they don't think."
4,What you really are is a Bunburyist. I was quite right in saying you were a Bunburyist. You are one of the most advanced Bunburyists I know.
10,Everything popular is wrong.
10,The birds that were singing in the dew-drenched garden seemed to be telling the flowers about her.
11,"Believe me, no civilized man ever regrets a pleasure, and no uncivilized man ever knows what a pleasure is."
23,"Conversation should touch everything, but should concentrate itself on nothing."
6,"With an evening coat and a white tie, anybody, even a stockbroker, can gain a reputation for being civilized"
35,"Love is fed by the imagination, by which we become wiser than we know, better than we feel, nobler than we are: by which we can see life as a whole, by which and by which alone we can understand others in their real and their ideal relation. Only what is fine, and finely conceived can feed love. But anything will feed hate."
6,"Her trust makes me faithful, her belief makes me good."
17,Experience is a question of instinct about life.
20,"As for omens, there is no such thing as an omen. Destiny does not send us heralds. She is too wise or too cruel for that."
80,Murder is always a mistake. One should never do anything that one cannot talk about after dinner.
24,Nothing spoils romance so much as a sense of humor in the woman
10,"Questions are never indiscreet, answers sometimes are."
16,"Pessimist: One who, when he has the choice of two evils, chooses both."
12,The secret of remaining young is never to have an emotion that is unbecoming.
23,"It is a sad thing to think of, but there is no doubt that genius lasts longer than beauty. That accounts for the fact that we all take such pains to over-educate ourselves. In the wild struggle for existence, we want to have something that endures, and so we fill our minds with rubbish and facts, in the silly hope of keeping our place. The thoroughly well-informed man--that is the modern ideal. And the mind of the thoroughly well-informed man is a dreadful thing. It is like a bric-a-brac shop, all monsters and dust, with everything priced above its proper value."
12,Music is the art... which most completely realizes the artistic idea and is the condition to which all the other arts are constantly aspiring.
13,"I now see that sorrow, being the supreme emotion of which man is capable, is at once the type and test of all great art."
7,"When a woman marries again, it is because she detested her first husband. When a man marries again, it is because he adored his first wife. Women try their luck; men risk theirs."
7,Reported as Oscar Wilde's last words on his death bed... This wallpaper is killing me. One of us has to go.
11,It is because Humanity has never known where it was going that it has been able to find its way.
11,In old days books were written by men of letters and read by the public. Nowadays books are written by the public and read by nobody.
10,I'm too old to know everything
15,"Behind the perfection of a man's style, must lie the passion of a man's soul."
9,"Christ did not die to save people, but to teach people how to save each other. This is, I have no doubt, a grave heresy, but it is also a fact."
14,Nothing is so aggravating than calmness.
10,To be good is to be in harmony with oneself. Discord is to be forced to be in harmony with others.
21,Memory is the diary that chronicles things that never have happened and couldn't possibly have happened.
6,"It is not the perfect, but the imperfect, who have need of love."
16,"[T]he recognition of private property has really harmed Individualism, and obscured it, by confusing a man with what he possesses. It has led Individualism entirely astray. It has made gain, not growth its aim. So that man thought that the important thing is to have, and did not know that the important thing is to be."
11,People are very fond of giving away what they need most themselves. It is what I call the depth of generosity.
21,"What is a cynic? A man who knows the price of everything and the value of nothing. And a sentimentalist, my dear Darlington, is a man who sees an absurd value in everything, and doesn't know the market place of any single thing."
8,One can always be kind to people about whom one cares nothing.
10,The tragedy of the poor is that they can afford nothing but self denial.
18,Schools should be the most beautiful place in every town and village-so beautiful that the punishment for undutiful children should be barred from going to school the following day.
16,"I regard the theatre as the greatest of all art forms, the most immediate way in which a human being can share with another the sense of what it is to be a human being."
12,Philanthropy [has become] simply the refuge of people who wish to annoy their fellow creatures.
18,More than half of modern culture depends upon what one shouldn't read.
25,Fashion is what one wears oneself. What is unfashionable is what other people wear.
63,True friends stab you in the front.
20,"To believe is very dull. To doubt is intensely engrossing. To be on the alert is to live, to be lulled into security is to die."
18,"Art persists, it timelessly continues."
4,In a temple everything should be serious except the thing that is being worshiped.
12,"We live, I regret to say, in an age of Big Data hype."
17,"Nothing can cure the soul but the senses, just as nothing can cure the senses but the soul."
8,"""I hope your hair curls naturally, does it?"" ""Yes, darling, with a little help from others."""
22,To make a good salad is to be a brilliant diplomatist - the problem is entirely the same in both cases. To know exactly how much oil one must put with one's vinegar.
71,"Selfishness is not living as one wishes to live, it is asking others to live as one wishes to live."
14,I must remember that a good friend is a new world.
21,"You must have a cigarette. A cigarette is the perfect type of a perfect pleasure. It is exquisite, and it leaves one unsatisfied. What more can one want?"
22,"Every portrait that is painted with feeling is a portrait of the artist, not of the sitter."
8,It is a curious fact that people are never so trivial as when they take themselves seriously
15,"Beauty is the only thing that time cannot harm. Philosophies fall away like sand, and creeds follow one another like the withered leaves of Autumn; but what is beautiful is a joy for all seasons and a possession for all eternity."
13,I like men who have a future and women who have a past.
17,My wallpaper and I are fighting a duel to the death. One of us has got to go.
5,"A woman who cannot make her mistakes charming, is only a female."
13,It is only the intellectually lost who ever argue.
7,"Give children beauty, not the record of bloody slaughters and barbarous brawls, as they call history, or of the latitude and longitude of places nobody cares to visit, as they call geography."
7,"When we are happy, we are always good, but when we are good, we are not always happy."
3,"The things one feels absolutely certain about are never true. That is the fatality of faith, and the lesson of romance."
8,"Sometime you will find, even as I have found, that there is no such thing as romantic experience; there are romantic memories, and there is the desire of romance- that is all. Our most fiery moments of ecstasy are merely shadows of what somewhere else we have felt, or of what we long someday to feel"
8,"People say sometimes that Beauty is superficial. That may be so. But at least it is not so superficial as Thought is. To me, Beauty is the wonder of wonders. It is only shallow people who do not judge by appearances. The true mystery of the world is the visible, not the invisible."
13,"You can't possibly ask me to go without having some dinner. It's absurd. I never go without my dinner. No one ever does, except vegetarians and people like that."
13,"The true mystery of the world is the visible, not the invisible."
4,Genius is born-not paid
83,Rugby is a good occasion for keeping thirty bullies far from the center of the city.
8,"I never take any notice to what common people say, and I never interfere with what charming people do."
8,"Man can believe the impossible, but man can never believe the improbable."
24,"A little sincerity is a dangerous thing, and a great deal of it is absolutely fatal."
19,"Football is all very well as a game for rough girls, but is hardly suitable for delicate boys."
11,"I love hearing my relations abused. It is the only thing that makes me put up with them at all. Relations are simply a tedious pack of people, who haven't got the remotest knowledge of how to live nor the smallest instinct about when to die."
8,"You have filled my tea with lumps of sugar, and though I asked most distinctly for bread and butter, you have given me cake. I am known for the gentleness of my disposition, and the extraordinary sweetness of my nature, but I warn you, Miss Cardew, you may go too far."
4,"The true artist is known by what he annexes, and he annexes everything."
8,"He must have a truly romantic nature, for he weeps when there is nothing at all to weep about."
7,Discontent is the first step in the progress of a man or a nation.
21,"All art is immortal. For emotion for the sake of emotion is the aim of art, and emotion for the sake of action is the aim of life."
32,To lose one parent may be regarded as a misfortune; to lose both looks like carelessness.
20,It is only the modern that ever becomes old-fashioned.
5,"If a friend of mine gave a feast, and did not invite me to it, I should not mind a bit. But if a friend of mine had a sorrow and refused to allow me to share it, I should feel it most bitterly."
6,One is not always happy when one is good; but one is always good when one is happy.
27,All art is at once surface and symbol. Those who go beneath the surface do so at their peril.
9,The great events of the world take place in the brain.
11,What consoles one nowadays is not repentance but pleasure. Repentance is quite out of date.
18,"It's an odd thing, but anyone who disappears is said to be seen in San Francisco. It must be a delightful city and possess all the attractions of the next world"
19,"It is only about things that do not interest one that one can give a really unbiased opinion, which is no doubt the reason why an unbiased opinion is always absolutely valueless."
6,"If one were to live his life fully and completely were to give form to every feeling, expression to every thought, reality to every dream."
12,"Everyone is born a king, and most people die in exile."
17,"Freedom, individualism and being yourself so long as you don't hurt another's physical person or property: The true artist is a man who believes absolutely in himself, because he is absolutely himself."
17,"Technique is really personality. That is the reason why the artist cannot teach it, why the pupil cannot learn it, and why the aesthetic critic can understand it. To the great poet, there is only one method of music - his own. To the great painter, there is only one manner of painting - that which he himself employs. The aesthetic critic, and the aesthetic critic alone, can appreciate all forms and all modes. It is to him that Art makes her appeal."
17,"The burden of this world is too great for one man to bear, and the world’s sorrow too heavy for one heart to suffer."
14,sorrow...is a wound that bleeds when any hand but that of love touches it
15,"If there was less sympathy in the world, there would be less trouble in the world."
3,Public opinion exists only where there are no ideas.
11,What seems to us as bitter trials are often blessings in disguise [in the future. But only if we set out to make this true and anticipate it so we look for the blessings until we find them].
6,"I have never killed anyone, but I have often read about some guy getting his ass taken out with great pleasure"
9,"I never change, except in my affections."
15,The worst vice of the fanatic is his sincerity.
6,"The ugly can be beautiful. The pretty, never."
7,"I'll bet you anything you like that half an hour after they have met, they will be calling each other sister. Women only do that when they have called each other a lot of other things first."
5,I am afraid he has one of those terribly weak natures that are susceptible to influence.
63,Work is the curse of the drinking classes.
10,Consistency is the last refuge of the unimagininative.
10,"They are always asking a writer why he does not write like somebody else, or a painter why he does not paint like somebody else, quite oblivious of the fact that if either of them did anything of the kind he would cease to be an artist."
11,What of Art? -It is a malady. --Love? -An Illusion. --Religion? -The fashionable substitute for Belief. --You are a sceptic. -Never! Scepticism is the beginning of Faith. --What are you? -To define is to limit.
10,It is better to have a permanent income than to be fascinating.
3,A bishop keeps on saying at the age of eighty what he was told to say at the age of eighteen.
10,"My desire to live is as intense as ever, and though my heart is broken, hearts are made to be broken: that is why God sends sorrow into the world."
18,There are times when sorrow seems to me to be the only truth.
45,"And all the woods are alive with the murmur and sound of Spring,
 And the rose-bud breaks into pink on the climbing briar,
 And the crocus-bed is a quivering moon of fire
 Girdled round with the belt of an amethyst ring."
10,"Pleasure is Nature's test, her sign of approval."
7,"I did not think I should be ever loved: do you indeed Love me so much as now you say you do? Ask of the sea-bird if it loves the sea, Ask of the roses if they love the rain, Ask of the little lark, that will not sing Till day break, if it loves to see the day: And yet, these are but empty images, Mere shadows of my love, which is a fire So great that all the waters of the main Can not avail to quench it."
30,"Ethics, like natural selection, make existence possible. Aesthetics, like sensual selection, make life lovely and wonderful, fill it with new forms, and give it progress, and variety and change."
14,"There is only one thing in life worse than being talked about, and that is not being talked about."
5,"The Roman Catholic Church is for saints and sinners alone - for respectable people, the Anglican Church will do."
23,"Dammit Sir, it's your duty to get married. You can't always be living for pleasure!"
15,Good resolutions are simply checks that men draw on a bank where they have no account.
23,"I want my food dead. Not sick, not dying, dead."
6,A mutual misunderstanding.
16,Travel ennobles the spirit and does away with our prejudices.
10,"There is one thing worse than an absolutely loveless marriage: a marriage in which there is love, but on one side only."
10,Every impulse we strangle will only poison us.
7,Few parents nowadays pay any regard to what their children say to them. The old fashioned respect for the young is fast dying out.
8,Love is not fashionable anymore; the poets have killed it.
17,"If one tells the truth, one is sure, sooner or later, to be found out."
48,"By giving us the opinions of the uneducated, journalism keeps us in touch with the ignorance of the community."
12,There is always something ridiculous about the emotions of people whom one has ceased to love.
7,Every woman is wrong until she cries.
18,"All authority is quite degrading. It degrades those who exercise it, and it degrades those over whom it is exercised."
13,Experience is merely the name men gave to their mistakes.
7,"What a silly thing love is! It is not half as useful as logic, for it does not prove anything and it is always telling one things that are not going to happen, and making one believe things that are not true."
16,The youth of the present day are quite monstrous. They have absolutely no respect for dyed hair.
12,"He was always late on principle, his principle being that punctuality is the thief of time."
15,"The mere mechanical technique of acting can be taught, but the spirit that is to give life to lifeless forms must be born in a man. No dramatic college can teach its pupils to think or to feel. It is Nature who makes our artists for us, though it may be Art who taught them their right mode of expression."
9,"Science is out of the reach of morals, for her eyes are fixed upon eternal truths. Art is out of the reach of morals, for her eyes are fixed upon things beautiful and immortal and ever-changing."
13,"Anybody can have common sense, provided that they have no imagination."
8,"When one pays a visit it is for the purpose of wasting other people's time, not one's own."
14,I have always been of opinion that a man who desires to get married should know either everything or nothing.
87,One should never trust a woman who tells one her real age. A woman who would tell one that would tell one anything.
35,"Give him a mask, and he will tell you the truth."
34,A flower blossoms for its own joy.
12,"How marriage ruins a man! It is as demoralizing as cigarettes, and far more expensive."
16,"One should either be a work of art, or wear a work of art."
14,When a man has once loved a woman he will do anything for her except continue to love her.
8,There is a fatality about good resolutions – that they are always made too late
9,He lives the poetry that he cannot write. The others write the poetry that they dare not realize
9,"It is always worth while asking a question, though it is not always worth while answering one."
4,"Wordsworth went to the Lakes, but he was never a lake poet. He found in stones the sermons he had already hidden there."
13,There is nothing in the world like the devotion of a married woman. It is a thing no married man knows anything about.
9,"I made art a philosophy, and philosophy an art: I altered the minds of men, and the colour of things: I awoke the imagination of my century so that it created myth and legend around me: I summed up all things in a phrase, all existence in an epigram: whatever I touched I made beautiful"
9,It would leave no room for developments and I intend to develop in many directions.
8,"Life! Life! Don't let us go to life for our fulfillment or our experience. It is a thing narrowed by circumstances, incoherent in its utterance, and without that fine correspondence of form and spirit which is the only thing that can satisfy the artistic"
10,"every portrait that is painted with feeling is a portrait of the artist, not of the sitter. The sitter is merely the accident, the occasion. It is not he who is revealed by the painter; it is rather the painter who, on the coloured canvas, reveals himself."
39,Only dull people are brilliant at breakfast.
14,For he who lives more lives than one more deaths than one must die.
14,"I think you are wrong, Basil, but I won't argue with you. It is only the intellectually lost who ever argue."
10,She lives the poetry she cannot write.
10,"Nothing, indeed, is more dangerous to the young artist than any 
 conception of ideal beauty: he is constantly led by it either into 
 weak prettiness or lifeless abstraction: whereas to touch the 
 ideal at all you must not strip it of vitality. You must find it in life and re-create it in art."
7,Love! What is love? It's nothing. It's just a word. It doesn't exist. Only pleasure is important.
15,"There were opium-dens, where one could buy oblivion, dens of horror where the memory of old sins could be destroyed by the madness of sins that were new."
9,"If I am occasionally a little over-dressed, I make up for it by being always immensely over-educated."
14,Oh! it is absurd to have a hard-and-fast rule about what one should read and what one shouldn't. More than half of modern culture depends on what one shouldn't read.
16,Niagara Falls is simply a vast unnecessary amount of water going over the wrong way and then falling over unnecessary cliffs...The wonder would be if the water did not fall.
11,"Thirty-five is a very attractive age. London society is full of women of the very highest birth who have, of their own free choice, remained thirty-five for years."
11,Progress is the realization of utopia.
7,"There are moments, psychologists tell us, when the passion for sin, or what the world calls sin, so dominates a nature, that every fibre of the body, as every cell of the brain, seems to be instinct with fearful impulses. Men and women at such moments lose the freedom of their will. They move to their terrible end as automatons move. Choice is taken from them, and conscience is either killed, or, if it lives at all, lives but to give rebellion its fascination, and disobedience its charm."
10,The one charm of marriage is that it makes a life of deception absolutely necessary for both parties.
13,"Nobody of any real culture, for instance, ever talks nowadays about the beauty of sunset. Sunsets are quite old fashioned. To admire them is a distinct sign of provincialism of temperament. Upon the other hand they go on."
11,"Words! Mere words! How terrible they were! How clear, and vivid, and cruel! One could not escape from them. And yet what a subtle magic there was in them! They seemed to be able to give a plastic form to formless things, and to have a music of their own as sweet as that of viol or of lute. Mere words! Was there anything so real as words?"
8,He wants to enslave you.' 'I shudder at the thought of being free.
63,"Every great man nowadays has his disciples, and it is usually Judas who writes the biography."
8,"Thinking is the most unhealthy thing in the world, and people die of it just as they die of any other disease. Fortunately, in England at any rate, thought is not catching."
6,"If one doesn't talk about a thing, it has never happened. It is simply expression that gives reality to things."
9,Poets know how useful passion is for publication. Nowadays a broken heart will run to many editions.
14,Truth in art is the unity of a thing with itself: the outward rendered expressive of the inward: the soul made incarnate: the body instinct with spirit. For this reason there is no truth comparable to sorrow.
9,The work of art is to dominate the spectator: the spectator is not to dominate the work of art.
66,A grapefruit is just a lemon that saw an opportunity and took advantage of it.
8,"It is a sad truth, but we have lost the faculty of giving lovely names to things."
7,"I am very glad I have travelled. Travel improves the mind wonderfully, and does away with all one's prejudices."
7,Please do not shoot the pianist. He is doing his best.
13,"Actual life was chaos, but there was something terribly logical in the imagination. It was the imagination that set remorse to dog the feet of sin. It was the imagination that made each crime bear its misshapen brood. In the common world of fact the wicked were not punished, nor the good rewarded. Success was given to the strong, failure thrust upon the weak. That was all."
7,"Perhaps, after all, America never has been discovered. I myself would say that it had merely been detected."
8,"In fact, I am never wrong."
6,"I am sorry my life is so marred and maimed by extravagance. But I cannot live otherwise. I, at any rate, pay the penalty of suffering."
14,"All the spring may be hidden in the single bud, and the low ground nest of the lark may hold the joy that is to herald the feet of many rose-red dawns."
10,"She is very clever, too clever for a woman. She lacks the indefinable charm of weakness."
7,"Diversity of opinion about a work of art shows that the work 
 is new, complex, and vital."
13,"When our eyes met, I felt that I was growing pale. A curious sensation of terror came over me. I knew that I had come face to face with some one whose mere personality was so fascinating that, if I allowed it to do so, it would absorb my whole nature, my whole soul, my very art itself."
8,"Each class preaches the importance of those virtues it need not exercise. The rich harp on the value of thrift, the idle grow eloquent over the dignity of labor."
14,"Find expression for a sorrow, and it will become dear to you. Find expression for a joy, and you will intensify its ecstasy."
38,"Time is jealous of you, and wars against your lilies and your roses."
7,I can't help detesting my relations. I suppose it comes from the fact that none of us can stand other people having the same faults as ourselves.
10,"Walt Whitman and Emerson are the poets who have given the world more than anyone else. Perhaps Whitman is not so widely read in England, but England never appreciates a poet until he is dead."
4,"The honest ratepayer and his healthy family have no doubt often mocked at the dome-like forehead of the philosopher, and laughed over the strange perspective of the landscape that lies beneath him. If they really knew who he was, they would tremble. For Chuang Tsǔ spent his life in preaching the great creed of Inaction, and in pointing out the uselessness of all things."
19,"When one is in love, one always begins by deceiving one's self, and one always ends by deceiving others. That is what the world calls a romance."
11,"I write because it gives me the greatest possible artistic pleasure to write. If my work pleases the few I am gratified. As for the mob, I have no desire to be a popular novelist. It is far too easy."
53,An acquaintance that begins with a compliment is sure to develop into a real friendship.
9,When I like people immensely I never tell their names to anyone. It is like surrendering a part of them. I have grown to love secrecy.
20,Life has been your art. You have set yourself to music. Your days are your sonnets.
14,One should never listen. To listen is a sign of indifference to one's hearers.
9,"I have pleasures, and passions, but the joy of life is gone. I am going under: the morgue yawns for me. I go and look at my zinc-bed there. After all, I had a wonderful life, which is, I fear, over."
57,There is a luxury in self-reproach. When we blame ourselves we feel no one else has a right to blame us.
6,"There is no mode of action, no form of emotion, that we do not share with the lower animals. It is only by language that we rise above them."
10,It is only an auctioneer who can equally and impartially admire all schools of art.
12,"There is only one class in the community that thinks more about money than the rich, and that is the poor. The poor can think of nothing else."
7,"His sudden mad love for Sibyl Vane was a psychological phenomenon of no small interest. There was no doubt that curiosity had much to do with it, curiosity and the desire for new experiences; yet it was not a simple but rather a very complex passion."
6,"It was not intended as a compliment. It was a confession. Now that I have made it, something seems to have gone out of me. Perhaps one should never put one's worship into words."
3,Credit is a young man's capital.
10,"Salomé, Salomé, dance for me. I pray thee dance for me. I am sad to-night. Yes, I am passing sad to-night. When I came hither I slipped in blood, which is an evil omen; and I heard, I am sure I heard in the air a beating of wings, a beating of giant wings. I cannot tell what they mean .... I am sad to-night. Therefore dance for me. Dance for me, Salomé, I beseech you. If you dance for me you may ask of me what you will, and I will give it you, even unto the half of my kingdom."
6,If you want to be a doormat you have to lay yourself down first.
15,"I always like to know everything about my new friends, and nothing about my old ones."
6,Other people are quite dreadful. The only possible society is oneself.
8,"Only people who look dull ever get into the House of Commons, and only people who are dull ever succeed there."
8,"I wanted to eat of the fruit of all the trees in the garden of the world… And so, indeed, I went out, and so I lived. My only mistake was that I confined myself so exclusively to the trees of what seemed to me the sun-lit side of the garden, and shunned the other side for its shadow and its gloom."
57,Plain women are always jealous of their husbands. Beautiful women never are. They are always so occupied with being jealous of other women's husbands.
38,This suspense is terrible. I hope it will last.
7,Suffering is one very long moment. We cannot divide it by seasons.
13,"In the old times men carried out their rights for themselves as they lived, but nowadays every baby seems born with a social manifesto in its mouth much bigger than itself."
12,"The stage is not merely the meeting place of all the arts, but is also the return of art to life."
13,The artist is the creator of beautiful things. To reveal art and conceal the artist is art's aim.
13,Life is far too important a thing ever to talk seriously about.
11,"I tremble with pleasure when I think that on the very day of my leaving prison both the laburnum and the lilac will be blooming in the gardens, and that I shall see the wind stir into restless beauty the swaying gold of the one, and make the other toss the pale purple of its plumes, so that all the air shall be Arabia for me."
6,"The exquisite art of idleness, one of the most important things that any University can teach."
11,"I love scandals about other people, but scandals about myself don’t interest me. They have not got the charm of novelty."
13,The bureaucracy is expanding to meet the needs of the expanding bureaucracy.
7,"Misfortunes one can endure--they come from outside, they are accidents. But to suffer for one's own faults--ah!--there is the sting of life."
